date,user_id,link
2021-01-20 22:21:33,object1ve.mkt,https://www.instagram.com/p/CKRKK84stMq/
2021-01-20 22:22:41,swotech,https://www.instagram.com/p/CKRKK7-ATJf/
2021-01-20 22:23:48,phenix_labs,https://www.instagram.com/p/CKRKBB2rwFL/
2021-01-20 22:24:55,anxiousbaby3.14,https://www.instagram.com/p/CKRJ-7DnDV4/
2021-01-20 22:26:03,qanttic,https://www.instagram.com/p/CKRJ98dBnw3/
2021-01-20 22:27:12,greed.cat_,https://www.instagram.com/p/CKRJ8i4lXq4/
2021-01-20 22:28:18,eng.nareman_az,https://www.instagram.com/p/CKRJvlkDRy-/
2021-01-20 22:29:02,eat_ma_life,https://www.instagram.com/p/CKRJ2uuFnS2/
2021-01-20 22:30:12,andrsonmusic,https://www.instagram.com/p/CKRJqqbng8s/
2021-01-20 22:30:56,melbell52,https://www.instagram.com/p/CKRJxMHJenB/
